trigger,match_type,promote_url,previous_promote_url,source,target_current_rank,current_top_result,priority,promotion_needed,disambiguated,url_level_original,rule_applied,change_note
medical pharmacology phd,exact,https://www.arizona.edu/degree-search/majors/medical-pharmacology-dp,https://www.arizona.edu/degree-search/majors/medical-pharmacology-dp,metadata,7,https://www.pharmacy.arizona.edu/,"P2 target present, buried",yes,yes,PHD,Rule 2 — specific entity (kept),
medical science major,exact,https://www.arizona.edu/degree-search/majors/medicine-basic-medical-sciences-emphasis,https://www.arizona.edu/degree-search/majors/medicine-basic-medical-sciences-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medical studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/medical-studies,metadata,1,https://www.arizona.edu/degree-search/majors/medical-studies,P0 already #1,no (already #1),,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/medical-studies
medical technology course,exact,https://www.arizona.edu/degree-search/majors/medicine-medical-technology-emphasis,https://www.arizona.edu/degree-search/majors/medicine-medical-technology-emphasis,ahrefs,8,https://coursemaker.arizona.edu/build/building-blocks/banner/medical,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medical technology major,exact,https://www.arizona.edu/degree-search/majors/medicine-medical-technology-emphasis,https://www.arizona.edu/degree-search/majors/medicine-medical-technology-emphasis,ahrefs,11,https://www.arizona.edu/degree-search,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medical technology majors,exact,https://www.arizona.edu/degree-search/majors/medicine-medical-technology-emphasis,https://www.arizona.edu/degree-search/majors/medicine-medical-technology-emphasis,ahrefs,10,https://research.arizona.edu/development/limited-submission/flinn-foundation-accelerator-medical-technology-2021-seed-grants,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medicine and society,exact,https://www.arizona.edu/degree-search/majors/medicine-medicine-and-society-emphasis,https://www.arizona.edu/degree-search/majors/medicine-medicine-and-society-emphasis,ahrefs,2,https://sociology.arizona.edu/bs-care-health-society/requirements,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medicine major,exact,https://www.arizona.edu/degree-search/majors/medicine-basic-medical-sciences-emphasis,https://www.arizona.edu/degree-search/majors/medicine-basic-medical-sciences-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mexican american studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/mexican-american-studies,metadata,absent,https://mas.arizona.edu/masters-program-requirements,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/mexican-american-studies
mexican american studies ba,exact,https://www.arizona.edu/degree-search/majors/mexican-american-studies-ba,https://www.arizona.edu/degree-search/majors/mexican-american-studies-ba,metadata,absent,https://mas.arizona.edu/masters-program-requirements,"P2 relevant buried, target absent",yes,yes,UG,Rule 2 — specific entity (kept),
mexican american studies emphasis,exact,https://www.arizona.edu/degree-search/majors/linguistics-linguistics-and-languages-emphasis,https://www.arizona.edu/degree-search/majors/linguistics-linguistics-and-languages-emphasis,metadata,absent,https://mas.arizona.edu/masters-program-requirements,"P2 relevant buried, target absent",yes,yes,EMPHASIS,Rule 2 — specific entity (kept),
mexican american studies ms,exact,https://www.arizona.edu/degree-search/majors/mexican-american-studies-ms,https://www.arizona.edu/degree-search/majors/mexican-american-studies-ms,metadata,absent,https://mas.arizona.edu/masters-program-requirements,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
mexican american studies phd,exact,https://www.arizona.edu/degree-search/majors/mexican-american-studies-dp,https://www.arizona.edu/degree-search/majors/mexican-american-studies-dp,metadata,absent,https://mas.arizona.edu/masters-program-requirements,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
microbiology,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/microbiology,metadata,absent,https://www.arizona.edu/degree-search/majors/microbiology-environmental-microbiology-emphasis,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/microbiology
microbiology and immunity,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/microbiology-and-immunity,metadata,2,https://online.arizona.edu/programs/graduate-certificate/online-graduate-certificate-microbiology-and-immunity-cert,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/microbiology-and-immunity
microbiology emerging infectious disease and medical microbiology,exact,https://www.arizona.edu/degree-search/majors/microbiology-emerging-infectious-disease-and-medical-microbiology-emphasis,https://www.arizona.edu/degree-search/majors/microbiology-emerging-infectious-disease-and-medical-microbiology-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/microbiology-emerging-infectious-disease-and-medical-microbiology-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
microbiology environmental microbiology,exact,https://www.arizona.edu/degree-search/majors/microbiology-environmental-microbiology-emphasis,https://www.arizona.edu/degree-search/majors/microbiology-environmental-microbiology-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/microbiology-environmental-microbiology-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
microbiology food safety and microbiology,exact,https://www.arizona.edu/degree-search/majors/microbiology-food-safety-and-microbiology-emphasis,https://www.arizona.edu/degree-search/majors/microbiology-food-safety-and-microbiology-emphasis,metadata,3,https://union.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
microbiology ms,exact,https://www.arizona.edu/degree-search/majors/microbiology-ms,https://www.arizona.edu/degree-search/majors/microbiology-ms,metadata,15,https://www.arizona.edu/degree-search/majors/microbiology-environmental-microbiology-emphasis,"P2 target present, buried",yes,yes,GRAD,Rule 2 — specific entity (kept),
microbiology phd,exact,https://www.arizona.edu/degree-search/majors/microbiology-dp,https://www.arizona.edu/degree-search/majors/microbiology-dp,metadata,14,https://www.arizona.edu/degree-search/majors/microbiology-environmental-microbiology-emphasis,"P2 target present, buried",yes,yes,PHD,Rule 2 — specific entity (kept),
microbiology plant pathology & microbiology,exact,https://www.arizona.edu/degree-search/majors/microbiology-plant-pathology-and-microbiology-emphasis,https://www.arizona.edu/degree-search/majors/microbiology-plant-pathology-and-microbiology-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/microbiology-plant-pathology-and-microbiology-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
microelectronics packaging,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/microelectronics-packaging,metadata,1,https://www.arizona.edu/degree-search/majors/microelectronics-packaging,P0 already #1,no (already #1),,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/microelectronics-packaging
middle east and north african studies,exact,https://www.arizona.edu/degree-search/majors/middle-eastern-and-north-african-studies-ma,https://www.arizona.edu/degree-search/majors/middle-eastern-and-north-african-studies-ma,metadata,absent,https://menas.arizona.edu/modern-middle-east-and-north-africa-history-documents,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
middle east and north african studies phd,exact,https://www.arizona.edu/degree-search/majors/middle-eastern-and-north-african-studies-dp,https://www.arizona.edu/degree-search/majors/middle-eastern-and-north-african-studies-dp,metadata,absent,https://menas.arizona.edu/modern-middle-east-and-north-africa-history-documents,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
middle eastern and north african studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/middle-eastern-and-north-african-studies,metadata,absent,https://menas.arizona.edu/ba-menas,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/middle-eastern-and-north-african-studies
middle eastern culture and pedagogy,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/middle-eastern-culture-and-pedagogy,metadata,2,https://menas.arizona.edu/middle-eastern-culture-and-pedagogy-certificate,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/middle-eastern-culture-and-pedagogy
mild moderate disabilities,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/mild-moderate-disabilities,metadata,absent,https://grad-info.education.arizona.edu/mild-moderate-disabilities-bse,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/mild-moderate-disabilities
mild to moderate disabilities teaching,exact,https://www.arizona.edu/degree-search/majors/mild-to-moderate-disabilities-teaching-emphasis,https://www.arizona.edu/degree-search/majors/mild-to-moderate-disabilities-teaching-emphasis,metadata,2,https://education.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mine engineering degree,exact,https://www.arizona.edu/degree-search/majors/mining-engineering-geomechanics-track,https://www.arizona.edu/degree-search/majors/mining-engineering-geomechanics-track,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,TRACK,Rule 2 — specific entity (kept),
mine production & info tech,exact,https://www.arizona.edu/degree-search/majors/mine-production-and-information-technology,https://www.arizona.edu/degree-search/majors/mine-production-and-information-technology,metadata,14,https://linguistics.arizona.edu/course/info-523-data-mining-and-discovery,"P2 target present, buried",yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
mineral processing & extractive metallurgy,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/mineral-processing-and-extractive-metallurgy,metadata,2,https://online.arizona.edu/programs/graduate-certificate/online-graduate-certificate-mineral-processing-and-extract-metallurgy,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/mineral-processing-and-extractive-metallurgy
mineral resource geology,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/mineral-resource-geology,metadata,4,https://lpeg.geo.arizona.edu/programs/graduate-certificate-mineral-resource-geology,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/mineral-resource-geology
mining engineer degree,exact,https://www.arizona.edu/degree-search/majors/mining-engineering-geomechanics-track,https://www.arizona.edu/degree-search/majors/mining-engineering-geomechanics-track,ahrefs,absent,https://www.arizona.edu/degree-search,P1 all results off-topic,yes,,TRACK,Rule 2 — specific entity (kept),
